movieId,title,genres,year,clean_title,popularity_score,avg_rating
627,"Last Supper, The (1995)",Drama|Thriller,1995,"Last Supper, The",121,3.603305785
628,Primal Fear (1996),Drama|Thriller,1996,Primal Fear,485,3.896907216
629,Rude (1995),Drama,1995,Rude,,
630,Carried Away (1996),Drama|Romance,1996,Carried Away,7,2.857142857
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,1996,All Dogs Go to Heaven 2,75,2.08
632,Land and Freedom (Tierra y libertad) (1995),War,1995,Land and Freedom (Tierra y libertad),13,4
633,Denise Calls Up (1995),Comedy,1995,Denise Calls Up,20,3.6
634,Theodore Rex (1995),Comedy,1995,Theodore Rex,3,1.666666667
635,"Family Thing, A (1996)",Comedy|Drama,1996,"Family Thing, A",77,3.623376623
636,Frisk (1995),Drama,1995,Frisk,,
637,Sgt. Bilko (1996),Comedy,1996,Sgt. Bilko,140,2.542857143
638,Jack and Sarah (1995),Romance,1995,Jack and Sarah,19,3.210526316
639,Girl 6 (1996),Comedy,1996,Girl 6,78,2.615384615
640,Diabolique (1996),Drama|Thriller,1996,Diabolique,71,2.676056338
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1994,"Little Indian, Big City (Un indien dans la ville)",1,1
642,Roula (1995),Drama,1995,Roula,1,2
643,Peanuts - Die Bank zahlt alles (1996),Comedy,1996,Peanuts - Die Bank zahlt alles,3,2
644,Happy Weekend (1996),Comedy,1996,Happy Weekend,1,2
645,Nelly & Monsieur Arnaud (1995),Drama,1995,Nelly & Monsieur Arnaud,20,3.6
647,Courage Under Fire (1996),Drama|War,1996,Courage Under Fire,441,3.553287982
648,Mission: Impossible (1996),Action|Adventure|Mystery,1996,Mission: Impossible,1527,3.432874918
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,1994,Cold Fever (Á köldum klaka),16,4.1875
650,Moll Flanders (1996),Drama,1996,Moll Flanders,89,3.471910112
651,"Superweib, Das (1996)",Comedy,1996,"Superweib, Das",1,2
652,"301, 302 (1995)",Mystery,1995,"301, 302",9,2.888888889
653,Dragonheart (1996),Action|Adventure|Fantasy,1996,Dragonheart,612,3.225490196
654,Und keiner weint mir nach (1996),Drama|Romance,1996,Und keiner weint mir nach,,
655,Mutters Courage (1995),Comedy,1995,Mutters Courage,1,1
656,Eddie (1996),Comedy,1996,Eddie,39,2.564102564
657,Yankee Zulu (1994),Comedy|Drama,1994,Yankee Zulu,2,3
658,Billy's Holiday (1995),Drama,1995,Billy's Holiday,1,3
659,Purple Noon (1960),Crime|Thriller,1960,Purple Noon,25,3.72
660,August (1996),Drama,1996,August,2,1.5
661,James and the Giant Peach (1996),Animation|Children's|Musical,1996,James and the Giant Peach,525,3.464761905
662,Fear (1996),Thriller,1996,Fear,128,2.984375
663,Kids in the Hall: Brain Candy (1996),Comedy,1996,Kids in the Hall: Brain Candy,264,3.416666667
664,Faithful (1996),Comedy,1996,Faithful,8,3
665,Underground (1995),War,1995,Underground,35,3.657142857
666,All Things Fair (1996),Drama,1996,All Things Fair,3,3.333333333
667,Bloodsport 2 (1995),Action,1995,Bloodsport 2,47,2.042553191
668,Pather Panchali (1955),Drama,1955,Pather Panchali,47,4.404255319
669,Aparajito (1956),Drama,1956,Aparajito,23,4.173913043
670,"World of Apu, The (Apur Sansar) (1959)",Drama,1959,"World of Apu, The (Apur Sansar)",56,4.410714286
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,1996,Mystery Science Theater 3000: The Movie,456,3.679824561
672,Tarantella (1995),Drama,1995,Tarantella,2,2
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,1996,Space Jam,563,2.619893428
674,Barbarella (1968),Adventure|Sci-Fi,1968,Barbarella,386,3.015544041
675,Hostile Intentions (1994),Action|Drama|Thriller,1994,Hostile Intentions,,
676,They Bite (1996),Drama,1996,They Bite,,
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,1993,Some Folks Call It a Sling Blade,306,4.245098039
679,"Run of the Country, The (1995)",Drama,1995,"Run of the Country, The",2,3.5
680,Alphaville (1965),Sci-Fi,1965,Alphaville,64,3.359375
681,Clean Slate (Coup de Torchon) (1981),Crime,1981,Clean Slate (Coup de Torchon),15,3.933333333
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,1994,Tigrero: A Film That Was Never Made,4,3.5
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,1993,"Eye of Vichy, The (Oeil de Vichy, L')",,
684,Windows (1980),Drama,1980,Windows,1,1
685,It's My Party (1995),Drama,1995,It's My Party,30,3.3
687,Country Life (1994),Drama|Romance,1994,Country Life,3,3
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,1995,Operation Dumbo Drop,213,2.276995305
690,"Promise, The (Versprechen, Das) (1994)",Romance,1994,"Promise, The (Versprechen, Das)",2,2
691,Mrs. Winterbourne (1996),Comedy|Romance,1996,Mrs. Winterbourne,121,3.099173554
692,Solo (1996),Action|Sci-Fi|Thriller,1996,Solo,106,2.113207547
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,1994,Under the Domin Tree (Etz Hadomim Tafus),,
694,"Substitute, The (1996)",Action,1996,"Substitute, The",141,2.645390071
695,True Crime (1995),Mystery|Thriller,1995,True Crime,135,3.177777778
696,Butterfly Kiss (1995),Thriller,1995,Butterfly Kiss,4,3.25
697,Feeling Minnesota (1996),Drama|Romance,1996,Feeling Minnesota,85,2.552941176
698,Delta of Venus (1994),Drama,1994,Delta of Venus,5,2.2
699,To Cross the Rubicon (1991),Drama,1991,To Cross the Rubicon,,
700,Angus (1995),Comedy,1995,Angus,145,3.324137931
701,Daens (1992),Drama,1992,Daens,1,4
702,Faces (1968),Drama,1968,Faces,27,3.666666667
703,Boys (1996),Drama,1996,Boys,10,1.6
704,"Quest, The (1996)",Action|Adventure,1996,"Quest, The",42,2.30952381
705,Cosi (1996),Comedy,1996,Cosi,36,3.833333333
706,Sunset Park (1996),Drama,1996,Sunset Park,2,2.5
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,1996,Mulholland Falls,275,3.087272727
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,1996,"Truth About Cats & Dogs, The",679,3.434462445
709,Oliver & Company (1988),Animation|Children's,1988,Oliver & Company,144,3.041666667
710,Celtic Pride (1996),Comedy,1996,Celtic Pride,51,2.333333333
711,Flipper (1996),Adventure|Children's,1996,Flipper,62,2.5
712,Captives (1994),Drama,1994,Captives,2,3.5
713,Of Love and Shadows (1994),Drama,1994,Of Love and Shadows,,
714,Dead Man (1995),Western,1995,Dead Man,153,3.888888889
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,1995,"Horseman on the Roof, The (Hussard sur le toit, Le)",52,3.615384615
716,Switchblade Sisters (1975),Crime,1975,Switchblade Sisters,28,2.678571429
717,Mouth to Mouth (Boca a boca) (1995),Comedy,1995,Mouth to Mouth (Boca a boca),1,4
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,1993,"Visitors, The (Les Visiteurs)",33,3.484848485
719,Multiplicity (1996),Comedy,1996,Multiplicity,239,2.861924686
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,1996,Wallace & Gromit: The Best of Aardman Animation,438,4.426940639
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,1995,Halfmoon (Paul Bowles - Halbmond),,
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,1995,"Haunted World of Edward D. Wood Jr., The",27,3.814814815
723,Two Friends (1986),Drama,1986,Two Friends,,
724,"Craft, The (1996)",Drama|Horror,1996,"Craft, The",416,3.086538462
725,"Great White Hype, The (1996)",Comedy,1996,"Great White Hype, The",91,2.791208791
726,Last Dance (1996),Drama,1996,Last Dance,9,3
727,War Stories (1995),Documentary,1995,War Stories,,
728,Cold Comfort Farm (1995),Comedy,1995,Cold Comfort Farm,217,3.764976959
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,1995,"Institute Benjamenta, or This Dream People Call Human Life",3,3.666666667
730,"Low Life, The (1994)",Drama,1994,"Low Life, The",1,1
731,Heaven's Prisoners (1996),Mystery|Thriller,1996,Heaven's Prisoners,47,2.85106383
732,Original Gangstas (1996),Crime,1996,Original Gangstas,6,2.833333333
733,"Rock, The (1996)",Action|Adventure|Thriller,1996,"Rock, The",1340,3.723134328
734,Getting Away With Murder (1996),Comedy,1996,Getting Away With Murder,3,3
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,1994,Cemetery Man (Dellamorte Dellamore),101,3.356435644
736,Twister (1996),Action|Adventure|Romance|Thriller,1996,Twister,1110,3.173873874
737,Barb Wire (1996),Action|Sci-Fi,1996,Barb Wire,300,2.03
738,"Garcu, Le (1995)",Drama,1995,"Garcu, Le",,
739,Honigmond (1996),Comedy,1996,Honigmond,,
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,1995,Ghost in the Shell (Kokaku kidotai),314,4.089171975
742,Thinner (1996),Horror|Thriller,1996,Thinner,174,2.528735632
743,Spy Hard (1996),Comedy,1996,Spy Hard,107,2.570093458
744,Brothers in Trouble (1995),Drama,1995,Brothers in Trouble,3,2
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,1995,"Close Shave, A",657,4.520547945
746,Force of Evil (1948),Film-Noir,1948,Force of Evil,31,4
747,"Stupids, The (1996)",Comedy,1996,"Stupids, The",55,2
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,1996,"Arrival, The",417,3.151079137
749,"Man from Down Under, The (1943)",Drama,1943,"Man from Down Under, The",4,2.75
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1963,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1367,4.449890271
751,Careful (1992),Comedy,1992,Careful,15,3.533333333
752,Vermont Is For Lovers (1992),Comedy|Romance,1992,Vermont Is For Lovers,,
753,"Month by the Lake, A (1995)",Comedy|Drama,1995,"Month by the Lake, A",32,3.15625
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,1995,Gold Diggers: The Secret of Bear Mountain,13,2.923076923
755,Kim (1950),Children's|Drama,1950,Kim,9,3.777777778
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,1994,Carmen Miranda: Bananas Is My Business,4,3
757,Ashes of Time (1994),Drama,1994,Ashes of Time,4,3.75
758,"Jar, The (Khomreh) (1992)",Drama,1992,"Jar, The (Khomreh)",1,4
759,Maya Lin: A Strong Clear Vision (1994),Documentary,1994,Maya Lin: A Strong Clear Vision,59,4.101694915
760,Stalingrad (1993),War,1993,Stalingrad,33,3.515151515
761,"Phantom, The (1996)",Adventure,1996,"Phantom, The",123,2.788617886
762,Striptease (1996),Comedy|Crime,1996,Striptease,298,2.184563758
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,1996,"Last of the High Kings, The (a.k.a. Summer Fling)",1,3
764,Heavy (1995),Drama|Romance,1995,Heavy,74,3.27027027
765,Jack (1996),Comedy|Drama,1996,Jack,171,2.631578947
766,I Shot Andy Warhol (1996),Drama,1996,I Shot Andy Warhol,100,3.57
767,"Grass Harp, The (1995)",Drama,1995,"Grass Harp, The",24,3.208333333
768,Someone Else's America (1995),Drama,1995,Someone Else's America,,
769,Marlene Dietrich: Shadow and Light (1996),Documentary,1996,Marlene Dietrich: Shadow and Light,12,3.25
770,Costa Brava (1946),Drama,1946,Costa Brava,,
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,1987,"Vie est belle, La (Life is Rosey)",18,3.777777778
772,Quartier Mozart (1992),Comedy,1992,Quartier Mozart,,
773,Touki Bouki (Journey of the Hyena) (1973),Drama,1973,Touki Bouki (Journey of the Hyena),,
774,Wend Kuuni (God's Gift) (1982),Drama,1982,Wend Kuuni (God's Gift),1,4
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,1968,Spirits of the Dead (Tre Passi nel Delirio),9,3.222222222
776,Babyfever (1994),Comedy|Drama,1994,Babyfever,4,3
777,Pharaoh's Army (1995),War,1995,Pharaoh's Army,,
778,Trainspotting (1996),Drama,1996,Trainspotting,751,3.960053262
779,'Til There Was You (1997),Drama|Romance,1997,'Til There Was You,52,2.692307692
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1996,Independence Day (ID4),1730,3.510404624
781,Stealing Beauty (1996),Drama,1996,Stealing Beauty,103,3.378640777
782,"Fan, The (1996)",Thriller,1996,"Fan, The",145,2.551724138
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,1996,"Hunchback of Notre Dame, The",390,3.223076923
784,"Cable Guy, The (1996)",Comedy,1996,"Cable Guy, The",385,2.72987013
785,Kingpin (1996),Comedy,1996,Kingpin,765,3.478431373
786,Eraser (1996),Action|Thriller,1996,Eraser,460,3.123913043
787,"Gate of Heavenly Peace, The (1995)",Documentary,1995,"Gate of Heavenly Peace, The",3,5
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,1996,"Nutty Professor, The",948,2.995780591
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,1990,"I, Worst of All (Yo, la peor de todas)",2,3
790,An Unforgettable Summer (1994),Drama,1994,An Unforgettable Summer,1,3
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,1995,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",2,3.5
792,"Hungarian Fairy Tale, A (1987)",Fantasy,1987,"Hungarian Fairy Tale, A",1,4
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,1993,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),10,2.6
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,1994,Midnight Dancers (Sibak),,
795,Somebody to Love (1994),Drama,1994,Somebody to Love,,
796,"Very Natural Thing, A (1974)",Drama,1974,"Very Natural Thing, A",3,3.333333333
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,1991,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",,
798,Daylight (1996),Action|Adventure|Thriller,1996,Daylight,204,2.705882353
799,"Frighteners, The (1996)",Comedy|Horror,1996,"Frighteners, The",338,3.349112426
800,Lone Star (1996),Drama|Mystery,1996,Lone Star,630,4.082539683
801,Harriet the Spy (1996),Children's|Comedy,1996,Harriet the Spy,121,3.099173554
802,Phenomenon (1996),Drama|Romance,1996,Phenomenon,427,3.496487119
803,Walking and Talking (1996),Romance,1996,Walking and Talking,57,3.684210526
804,She's the One (1996),Comedy|Romance,1996,She's the One,233,2.978540773
805,"Time to Kill, A (1996)",Drama,1996,"Time to Kill, A",344,3.590116279
806,American Buffalo (1996),Drama,1996,American Buffalo,60,3.166666667
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,1995,"Rendezvous in Paris (Rendez-vous de Paris, Les)",14,3
808,Alaska (1996),Adventure|Children's,1996,Alaska,43,3.395348837
809,Fled (1996),Action|Adventure,1996,Fled,105,2.571428571
810,Kazaam (1996),Children's|Comedy|Fantasy,1996,Kazaam,120,1.466666667
811,"Bewegte Mann, Der (1994)",Comedy,1994,"Bewegte Mann, Der",9,3.888888889
812,Magic Hunter (1994),Drama,1994,Magic Hunter,,
813,Larger Than Life (1996),Comedy,1996,Larger Than Life,47,2.510638298
814,"Boy Called Hate, A (1995)",Drama,1995,"Boy Called Hate, A",1,3
815,Power 98 (1995),Action|Mystery|Thriller,1995,Power 98,6,2
816,Two Deaths (1995),Drama,1995,Two Deaths,,
818,"Very Brady Sequel, A (1996)",Comedy,1996,"Very Brady Sequel, A",189,2.560846561
819,Stefano Quantestorie (1993),Comedy|Drama,1993,Stefano Quantestorie,,
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,1956,"Death in the Garden (Mort en ce jardin, La)",4,3.25
821,"Crude Oasis, The (1995)",Romance,1995,"Crude Oasis, The",2,2
822,Hedd Wyn (1992),Drama,1992,Hedd Wyn,,
823,"Collectionneuse, La (1967)",Drama,1967,"Collectionneuse, La",4,3.25
824,Kaspar Hauser (1993),Drama,1993,Kaspar Hauser,28,3.928571429
825,Echte Kerle (1996),Comedy|Romance,1996,Echte Kerle,,
826,Diebinnen (1995),Drama,1995,Diebinnen,1,1
827,"Convent, The (Convento, O) (1995)",Drama,1995,"Convent, The (Convento, O)",2,3
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,1996,"Adventures of Pinocchio, The",54,2.907407407
829,Joe's Apartment (1996),Comedy|Musical,1996,Joe's Apartment,131,2.290076336
830,"First Wives Club, The (1996)",Comedy,1996,"First Wives Club, The",295,2.952542373
831,Stonewall (1995),Drama,1995,Stonewall,20,3.85
832,Ransom (1996),Drama|Thriller,1996,Ransom,564,3.478723404
833,High School High (1996),Comedy,1996,High School High,78,2.179487179
834,Phat Beach (1996),Comedy,1996,Phat Beach,4,2
835,Foxfire (1996),Drama,1996,Foxfire,103,3.126213592
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,Chain Reaction,237,2.654008439
837,Matilda (1996),Children's|Comedy,1996,Matilda,218,3.47706422
838,Emma (1996),Comedy|Drama|Romance,1996,Emma,501,3.880239521
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,"Crow: City of Angels, The",135,2.214814815
840,House Arrest (1996),Comedy,1996,House Arrest,50,2.56
841,Eyes Without a Face (1959),Horror,1959,Eyes Without a Face,25,3.4
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,1996,Tales from the Crypt Presents: Bordello of Blood,151,2.589403974
843,Lotto Land (1995),Drama,1995,Lotto Land,1,1
844,"Story of Xinghua, The (1993)",Drama,1993,"Story of Xinghua, The",7,3.571428571
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,1994,"Day the Sun Turned Cold, The (Tianguo niezi)",,
846,Flirt (1995),Drama,1995,Flirt,38,3.736842105
847,"Big Squeeze, The (1996)",Comedy|Drama,1996,"Big Squeeze, The",7,1.857142857
848,"Spitfire Grill, The (1996)",Drama,1996,"Spitfire Grill, The",156,3.435897436
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,Escape from L.A.,511,2.510763209
850,Cyclo (1995),Crime|Drama,1995,Cyclo,30,3.666666667
851,Basquiat (1996),Drama,1996,Basquiat,127,3.496062992
852,Tin Cup (1996),Comedy|Romance,1996,Tin Cup,615,3.221138211
853,Dingo (1992),Drama,1992,Dingo,3,4
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,1958,"Ballad of Narayama, The (Narayama Bushiko)",8,3.625
855,Every Other Weekend (1990),Drama,1990,Every Other Weekend,,
856,Mille bolle blu (1993),Comedy,1993,Mille bolle blu,,
857,Crows and Sparrows (1949),Drama,1949,Crows and Sparrows,,
858,"Godfather, The (1972)",Action|Crime|Drama,1972,"Godfather, The",2223,4.524966262
859,"Hippie Revolution, The (1996)",Documentary,1996,"Hippie Revolution, The",1,2
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,1994,"Maybe, Maybe Not (Bewegte Mann, Der)",10,3.6
861,Supercop (1992),Action|Thriller,1992,Supercop,273,3.512820513
862,Manny & Lo (1996),Drama,1996,Manny & Lo,31,3.64516129
863,Celestial Clockwork (1994),Comedy,1994,Celestial Clockwork,10,3.5
864,"Wife, The (1995)",Comedy|Drama,1995,"Wife, The",12,3.583333333
865,Small Faces (1995),Drama,1995,Small Faces,1,2
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,Bound,572,3.823426573
867,Carpool (1996),Comedy|Crime,1996,Carpool,24,2.208333333
868,Death in Brunswick (1991),Comedy,1991,Death in Brunswick,1,3
869,Kansas City (1996),Crime,1996,Kansas City,42,3.095238095
870,Gone Fishin' (1997),Comedy,1997,Gone Fishin',49,2.183673469
871,Lover's Knot (1996),Comedy,1996,Lover's Knot,,
872,Aiqing wansui (1994),Drama,1994,Aiqing wansui,1,3
873,Shadow of Angels (Schatten der Engel) (1976),Drama,1976,Shadow of Angels (Schatten der Engel),,
874,Killer: A Journal of Murder (1995),Crime|Drama,1995,Killer: A Journal of Murder,8,3.125
875,Nothing to Lose (1994),Drama,1994,Nothing to Lose,44,3.386363636
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,1993,Police Story 4: Project S (Chao ji ji hua),21,2.857142857
877,Girls Town (1996),Drama,1996,Girls Town,24,3.291666667
878,Bye-Bye (1995),Drama,1995,Bye-Bye,1,4
879,"Relic, The (1997)",Horror,1997,"Relic, The",237,2.827004219
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1996,"Island of Dr. Moreau, The",324,2.200617284
881,First Kid (1996),Children's|Comedy,1996,First Kid,77,2.623376623
882,"Trigger Effect, The (1996)",Drama|Thriller,1996,"Trigger Effect, The",59,2.711864407
884,Sweet Nothing (1995),Drama,1995,Sweet Nothing,2,3
885,Bogus (1996),Children's|Drama|Fantasy,1996,Bogus,43,2.581395349
886,Bulletproof (1996),Action,1996,Bulletproof,104,2.942307692
887,Talk of Angels (1998),Drama,1998,Talk of Angels,2,2.5
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,1995,Land Before Time III: The Time of the Great Giving,48,2.208333333
889,1-900 (1994),Romance,1994,1-900,2,2.5
890,Baton Rouge (1988),Thriller,1988,Baton Rouge,,
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,1995,Halloween: The Curse of Michael Myers,183,2.360655738
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,Twelfth Night,152,3.861842105
893,Mother Night (1996),Drama,1996,Mother Night,69,3.695652174
894,Liebelei (1933),Romance,1933,Liebelei,,
895,Venice/Venice (1992),Drama,1992,Venice/Venice,2,1
896,Wild Reeds (1994),Drama,1994,Wild Reeds,51,3.431372549
897,For Whom the Bell Tolls (1943),Adventure|War,1943,For Whom the Bell Tolls,98,3.755102041
898,"Philadelphia Story, The (1940)",Comedy|Romance,1940,"Philadelphia Story, The",582,4.300687285
899,Singin' in the Rain (1952),Musical|Romance,1952,Singin' in the Rain,751,4.283621838
900,"American in Paris, An (1951)",Musical|Romance,1951,"American in Paris, An",343,3.851311953
901,Funny Face (1957),Comedy|Musical,1957,Funny Face,174,3.643678161
902,Breakfast at Tiffany's (1961),Drama|Romance,1961,Breakfast at Tiffany's,676,3.908284024
903,Vertigo (1958),Mystery|Thriller,1958,Vertigo,905,4.272928177
904,Rear Window (1954),Mystery|Thriller,1954,Rear Window,1050,4.476190476
905,It Happened One Night (1934),Comedy,1934,It Happened One Night,374,4.280748663
906,Gaslight (1944),Mystery|Thriller,1944,Gaslight,187,4.096256684
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,1934,"Gay Divorcee, The",105,3.923809524
908,North by Northwest (1959),Drama|Thriller,1959,North by Northwest,1315,4.384030418
909,"Apartment, The (1960)",Comedy|Drama,1960,"Apartment, The",417,4.127098321
910,Some Like It Hot (1959),Comedy|Crime,1959,Some Like It Hot,832,4.300480769
911,Charade (1963),Comedy|Mystery|Romance|Thriller,1963,Charade,306,4.183006536
912,Casablanca (1942),Drama|Romance|War,1942,Casablanca,1669,4.412822049
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,"Maltese Falcon, The",1043,4.395973154
914,My Fair Lady (1964),Musical|Romance,1964,My Fair Lady,636,4.15408805
915,Sabrina (1954),Comedy|Romance,1954,Sabrina,365,3.964383562
916,Roman Holiday (1953),Comedy|Romance,1953,Roman Holiday,425,4.216470588
917,"Little Princess, The (1939)",Children's|Drama,1939,"Little Princess, The",77,3.675324675
918,Meet Me in St. Louis (1944),Musical,1944,Meet Me in St. Louis,189,3.793650794
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1939,"Wizard of Oz, The",1718,4.247962747
920,Gone with the Wind (1939),Drama|Romance|War,1939,Gone with the Wind,1156,3.997404844
921,My Favorite Year (1982),Comedy,1982,My Favorite Year,302,3.894039735
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,1950,Sunset Blvd. (a.k.a. Sunset Boulevard),470,4.491489362
923,Citizen Kane (1941),Drama,1941,Citizen Kane,1116,4.388888889
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,1968,2001: A Space Odyssey,1716,4.068764569
925,Golden Earrings (1947),Adventure|Romance,1947,Golden Earrings,12,3.25
926,All About Eve (1950),Drama,1950,All About Eve,403,4.255583127
927,"Women, The (1939)",Comedy,1939,"Women, The",84,3.976190476
928,Rebecca (1940),Romance|Thriller,1940,Rebecca,386,4.204663212
929,Foreign Correspondent (1940),Thriller,1940,Foreign Correspondent,93,3.784946237
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,Notorious,445,4.294382022
931,Spellbound (1945),Mystery|Romance|Thriller,1945,Spellbound,206,3.912621359
932,"Affair to Remember, An (1957)",Romance,1957,"Affair to Remember, An",189,3.952380952
933,To Catch a Thief (1955),Comedy|Romance|Thriller,1955,To Catch a Thief,443,4.101580135
934,Father of the Bride (1950),Comedy,1950,Father of the Bride,304,3.657894737
935,"Band Wagon, The (1953)",Comedy|Musical,1953,"Band Wagon, The",71,3.633802817
936,Ninotchka (1939),Comedy|Romance,1939,Ninotchka,132,4.075757576
937,Love in the Afternoon (1957),Comedy|Romance,1957,Love in the Afternoon,44,3.75
938,Gigi (1958),Musical,1958,Gigi,187,3.620320856
939,"Reluctant Debutante, The (1958)",Comedy|Drama,1958,"Reluctant Debutante, The",11,3.181818182
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,1938,"Adventures of Robin Hood, The",378,3.973544974
941,"Mark of Zorro, The (1940)",Adventure,1940,"Mark of Zorro, The",105,3.704761905
942,Laura (1944),Crime|Film-Noir|Mystery,1944,Laura,292,4.202054795
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,1947,"Ghost and Mrs. Muir, The",171,3.98245614
944,Lost Horizon (1937),Drama,1937,Lost Horizon,97,3.793814433
945,Top Hat (1935),Comedy|Musical|Romance,1935,Top Hat,251,4.147410359
946,To Be or Not to Be (1942),Comedy|Drama|War,1942,To Be or Not to Be,161,3.850931677
947,My Man Godfrey (1936),Comedy,1936,My Man Godfrey,188,4.106382979
948,Giant (1956),Drama,1956,Giant,130,3.753846154
949,East of Eden (1955),Drama,1955,East of Eden,215,3.976744186
950,"Thin Man, The (1934)",Mystery,1934,"Thin Man, The",292,4.239726027
951,His Girl Friday (1940),Comedy,1940,His Girl Friday,397,4.249370277
952,Around the World in 80 Days (1956),Adventure|Comedy,1956,Around the World in 80 Days,269,3.602230483
953,It's a Wonderful Life (1946),Drama,1946,It's a Wonderful Life,729,4.299039781
954,Mr. Smith Goes to Washington (1939),Drama,1939,Mr. Smith Goes to Washington,383,4.240208877
955,Bringing Up Baby (1938),Comedy,1938,Bringing Up Baby,413,4.169491525
956,Penny Serenade (1941),Drama|Romance,1941,Penny Serenade,40,3.55
957,"Scarlet Letter, The (1926)",Drama,1926,"Scarlet Letter, The",37,3.243243243
958,Lady of Burlesque (1943),Comedy|Mystery,1943,Lady of Burlesque,13,3.384615385
959,Of Human Bondage (1934),Drama,1934,Of Human Bondage,58,3.74137931
960,Angel on My Shoulder (1946),Crime|Drama,1946,Angel on My Shoulder,20,3.45
961,Little Lord Fauntleroy (1936),Drama,1936,Little Lord Fauntleroy,23,3.47826087
962,They Made Me a Criminal (1939),Crime|Drama,1939,They Made Me a Criminal,11,3.545454545
963,"Inspector General, The (1949)",Musical,1949,"Inspector General, The",54,3.574074074
964,Angel and the Badman (1947),Western,1947,Angel and the Badman,51,3.392156863
965,"39 Steps, The (1935)",Thriller,1935,"39 Steps, The",253,4.075098814
